customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,payment_sequential_x,payment_type_x,payment_installments_x,payment_value_x,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential_y,payment_type_y,payment_installments_y,payment_value_y,seller_zip_code_prefix,seller_city,seller_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,delivery_time_day,weight_category,size_category,weight-size
e1c0318960b73aa3bd90b9500f7ba6fc,0d4393a1abe4dca62098942cc50ba744,11432,guaruja,SP,b4e2b782ea1fa86d7abf9fc538af9005,delivered,2017-11-24 03:37:31,2017-11-24 03:49:23,2017-11-24 18:56:59,2017-11-25 13:23:00,2017-12-08 00:00:00,379a0cd57ac36a5e5bf6d77a272a55cf,4,-,"Bom, entrega no prazo",2017-11-26 00:00:00,2017-11-26 16:00:49,1,credit_card,5,56.78,1,52f8fc75f52850fdf63257f0dd79a9dc,6560211a19b47992c3666cc44a7e94c0,2017-11-30 03:49:23,49,7.78,1,credit_card,5,56.78,5849,sao paulo,SP,relogios_presentes,55,176,4,150,16,2,11,watches_gifts,1,Light,Small,Light-Small
9edeb727de2970d9bda3186ff2300fa5,35e8b4c2a64acb75f3bf063d82a8478b,26083,nova iguacu,RJ,ca8ee1fce14344746b41f8e2d2c1f4bf,delivered,2018-03-30 14:48:28,2018-03-30 15:27:25,2018-04-02 20:56:40,2018-04-09 23:44:53,2018-04-19 00:00:00,0a1f2f900bb21976ed45bda1dace759d,5,-,-,2018-04-10 00:00:00,2018-04-13 12:02:38,1,credit_card,2,70.27,1,57f2bc497c1a3ebe41ba7a06d78ed159,6560211a19b47992c3666cc44a7e94c0,2018-04-05 15:27:25,55,15.27,1,credit_card,2,70.27,5849,sao paulo,SP,relogios_presentes,55,336,4,250,16,2,20,watches_gifts,7,Light,Small,Light-Small
f0eccf2fbfbabd057700f535e10d1493,6995203f8a5ddbd2fad3a9df1e099a51,81670,curitiba,PR,56ff65d43900d5ae69573bbf9369c417,delivered,2017-10-30 18:23:07,2017-10-30 19:31:41,2017-10-31 17:24:53,2017-11-06 19:35:14,2017-11-14 00:00:00,fe55d147239b05bfb1fcfb3dc5d7dd42,4,-,Bonitos os relógios mas o dourado deveria estar especificado a cor no tom do dourado !!!! Mas ele e muito bonito. ,2017-11-08 00:00:00,2017-11-09 03:21:27,1,credit_card,7,101.2,1,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,2017-11-06 18:33:04,29,14.1,1,credit_card,7,101.2,5849,sao paulo,SP,relogios_presentes,55,167,3,200,16,2,11,watches_gifts,6,Light,Small,Light-Small
f0eccf2fbfbabd057700f535e10d1493,6995203f8a5ddbd2fad3a9df1e099a51,81670,curitiba,PR,56ff65d43900d5ae69573bbf9369c417,delivered,2017-10-30 18:23:07,2017-10-30 19:31:41,2017-10-31 17:24:53,2017-11-06 19:35:14,2017-11-14 00:00:00,fe55d147239b05bfb1fcfb3dc5d7dd42,4,-,Bonitos os relógios mas o dourado deveria estar especificado a cor no tom do dourado !!!! Mas ele e muito bonito. ,2017-11-08 00:00:00,2017-11-09 03:21:27,1,credit_card,7,101.2,2,1600dcf1cea8c0c83702e07b577ab231,6560211a19b47992c3666cc44a7e94c0,2017-11-06 18:33:04,44,14.1,1,credit_card,7,101.2,5849,sao paulo,SP,relogios_presentes,57,181,4,250,16,2,20,watches_gifts,6,Light,Small,Light-Small
a8d7167182ac070d269d752eb692b1db,fe78f9a2d0726d03ff9fc4307d3fa5df,35660,para de minas,MG,9f85c30188f56e233f420cb63b51d728,delivered,2017-10-17 19:50:10,2017-10-17 20:06:04,2017-10-18 18:47:53,2017-10-24 13:03:01,2017-11-07 00:00:00,18cb73fe1e1619ec2b9ad1a044c9795e,5,-,Ótima carteira muito bom . recomendo a todos comprar !,2017-10-25 00:00:00,2017-10-25 20:03:25,1,credit_card,1,64.1,1,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,2017-10-23 20:06:04,49,15.1,1,credit_card,1,64.1,5849,sao paulo,SP,fashion_bolsas_e_acessorios,59,93,7,250,16,2,11,fashion_bags_accessories,6,Light,Small,Light-Small
38d582cf25bb1bc7d6f9f494dc2c260e,3ce128c0db0a5e430f1a998105944d59,26210,nova iguacu,RJ,d1e7343d9fea35ce6330478c84f0fb7f,delivered,2018-07-25 18:18:42,2018-07-26 13:15:16,2018-07-27 10:55:00,2018-08-02 16:54:48,2018-08-09 00:00:00,cef02bef79c80dbedfd9c954cb9e9a7e,1,-,-,2018-08-03 00:00:00,2018-08-05 21:47:29,1,credit_card,2,71.49,1,e2bb00220a167d9e60b6776ac33717bc,6560211a19b47992c3666cc44a7e94c0,2018-07-30 13:15:16,56,15.49,1,credit_card,2,71.49,5849,sao paulo,SP,relogios_presentes,60,504,1,300,16,2,20,watches_gifts,6,Light,Small,Light-Small
649ae246f93c7482390cf748a9be70f3,a2b3dadeee49f301f5307689f05d49c2,39401,montes claros,MG,5f72c8b02beaa8a1bc3fd79ea75384e9,delivered,2018-08-20 09:58:02,2018-08-20 14:51:17,2018-08-21 11:56:00,2018-08-27 20:35:17,2018-09-11 00:00:00,6ef0c5a18495840454bc902b37d7a0ec,5,FOI TUDO BEM,cHEGOU E ESTÁ TUDO OK.,2018-08-28 00:00:00,2018-08-29 13:41:24,1,credit_card,5,67.44,1,96ff741d2c7879406ec3054d6b2a11c8,6560211a19b47992c3666cc44a7e94c0,2018-08-22 14:51:17,49,18.44,1,credit_card,5,67.44,5849,sao paulo,SP,relogios_presentes,49,578,6,200,16,2,11,watches_gifts,6,Light,Small,Light-Small
daa4d167c907827200536489e0dc645b,3cc4abcf6c4d8a077b3c110ac04eb272,87043,maringa,PR,f7abaa156e535f9204ac0cedab166bd0,delivered,2017-06-25 17:17:12,2017-06-27 04:23:18,2017-06-27 15:04:06,2017-07-03 10:12:27,2017-07-18 00:00:00,d96df1c7e161b088e9acd804ca7926b8,5,-,-,2017-07-04 00:00:00,2017-07-06 18:01:53,1,boleto,1,88.2,1,9c7ce59c96e74dfdfc51f13a4a6c3869,6560211a19b47992c3666cc44a7e94c0,2017-07-03 04:23:18,29,15.1,1,boleto,1,88.2,5849,sao paulo,SP,relogios_presentes,59,261,2,250,16,2,20,watches_gifts,6,Light,Small,Light-Small
daa4d167c907827200536489e0dc645b,3cc4abcf6c4d8a077b3c110ac04eb272,87043,maringa,PR,f7abaa156e535f9204ac0cedab166bd0,delivered,2017-06-25 17:17:12,2017-06-27 04:23:18,2017-06-27 15:04:06,2017-07-03 10:12:27,2017-07-18 00:00:00,d96df1c7e161b088e9acd804ca7926b8,5,-,-,2017-07-04 00:00:00,2017-07-06 18:01:53,1,boleto,1,88.2,2,9c7ce59c96e74dfdfc51f13a4a6c3869,6560211a19b47992c3666cc44a7e94c0,2017-07-03 04:23:18,29,15.1,1,boleto,1,88.2,5849,sao paulo,SP,relogios_presentes,59,261,2,250,16,2,20,watches_gifts,6,Light,Small,Light-Small
52aaa28398bf43dfbfc64dc09278f13d,28aea3e12549a3611bbd8d4e3310e4fa,22070,rio de janeiro,RJ,b5354d8d292a97bc23838762d5c4bcc6,delivered,2018-06-06 13:05:39,2018-06-06 13:15:17,2018-06-07 09:04:00,2018-06-13 23:38:50,2018-07-26 00:00:00,67e072b8d2719349fa87449ae0a10b2a,5,Bom ,Nota 10,2018-06-14 00:00:00,2018-06-15 13:03:37,1,credit_card,2,160.89,1,0dce093fc7ec4dec214256df878e3c08,6560211a19b47992c3666cc44a7e94c0,2018-06-14 13:15:17,145,15.89,1,credit_card,2,160.89,5849,sao paulo,SP,relogios_presentes,57,1049,3,200,16,6,11,watches_gifts,7,Light,Medium,Light-Medium
97b9cfe8bd0140421d5247237594b5d3,acd046ff2c7ad6d4b091883063c93ff6,23585,rio de janeiro,RJ,104ebad584414fcfb7bc0d071bb29a25,delivered,2018-03-02 14:40:36,2018-03-02 14:56:08,2018-03-06 23:22:06,2018-04-05 19:18:20,2018-04-04 00:00:00,36c0f6251a2900d4309573b4c485020c,5,-,Gostei da pontualidade ,2018-04-06 00:00:00,2018-04-06 13:14:34,1,credit_card,3,53.1,1,7703b8cb5b77fbb36518ea91e2ca734f,6560211a19b47992c3666cc44a7e94c0,2018-03-08 14:56:08,39,14.1,1,credit_card,3,53.1,5849,sao paulo,SP,relogios_presentes,54,192,5,250,16,2,11,watches_gifts,30,Light,Small,Light-Small
ea5744917d5a275155a8732c1c18e994,74ef2468836d147c610bc829ecd77677,36900,manhuacu,MG,b973523974e2976383d50c875587531c,delivered,2018-04-26 20:25:25,2018-04-26 20:35:23,2018-04-27 10:41:00,2018-05-03 21:08:37,2018-05-24 00:00:00,12a46c9138f8b3597a7c2fb4af96282d,4,-,-,2018-05-04 00:00:00,2018-05-05 04:40:53,1,credit_card,8,163.66,1,dc52f0f5d3ec37a93eaf956cde4e5d2c,6560211a19b47992c3666cc44a7e94c0,2018-05-03 20:35:23,49,18.33,1,credit_card,8,163.66,5849,sao paulo,SP,relogios_presentes,60,539,7,400,16,2,20,watches_gifts,6,Light,Small,Light-Small
ea5744917d5a275155a8732c1c18e994,74ef2468836d147c610bc829ecd77677,36900,manhuacu,MG,b973523974e2976383d50c875587531c,delivered,2018-04-26 20:25:25,2018-04-26 20:35:23,2018-04-27 10:41:00,2018-05-03 21:08:37,2018-05-24 00:00:00,12a46c9138f8b3597a7c2fb4af96282d,4,-,-,2018-05-04 00:00:00,2018-05-05 04:40:53,1,credit_card,8,163.66,2,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,2018-05-03 20:35:23,78,18.33,1,credit_card,8,163.66,5849,sao paulo,SP,relogios_presentes,59,319,4,250,16,2,20,watches_gifts,6,Light,Small,Light-Small
491b53d711e90db8195ba44d40bb83ac,8625b708ec6cc8afaf5d676fafc4f37e,29026,vitoria,ES,6a38a689d8240ba6b2e79f89a9ecf5c2,delivered,2017-02-17 07:39:19,2017-02-17 07:45:11,2017-02-20 14:16:07,2017-02-23 13:05:03,2017-03-24 00:00:00,69e2e475cc2cdf01efe383fb418a92f7,5,-,Produto adaquirido chegou muito antes do prazo.,2017-02-24 00:00:00,2017-02-26 20:57:29,1,credit_card,6,215.69,1,ef79ec374ba852bbced7662285946619,6560211a19b47992c3666cc44a7e94c0,2017-02-22 06:39:19,199,16.69,1,credit_card,6,215.69,5849,sao paulo,SP,relogios_presentes,56,864,7,350,16,2,20,watches_gifts,3,Light,Small,Light-Small
0266506e68e7eac1c7f726da057c28a9,3341514b8049f4a268e4188fb0211d34,3127,sao paulo,SP,c0e1586eda89047d683b2bc7d902037c,delivered,2017-12-12 23:35:51,2017-12-12 23:49:55,2017-12-13 20:03:34,2017-12-18 21:18:56,2017-12-29 00:00:00,4e942839744c8bda7713c6bc7e8d56ad,5,-,-,2017-12-19 00:00:00,2017-12-20 10:34:35,1,credit_card,7,89.56,1,15557c53492889a2b63e65df34a738ab,6560211a19b47992c3666cc44a7e94c0,2017-12-18 23:49:55,45,7.78,1,credit_card,7,89.56,5849,sao paulo,SP,relogios_presentes,28,188,1,200,16,2,11,watches_gifts,5,Light,Small,Light-Small
0266506e68e7eac1c7f726da057c28a9,3341514b8049f4a268e4188fb0211d34,3127,sao paulo,SP,c0e1586eda89047d683b2bc7d902037c,delivered,2017-12-12 23:35:51,2017-12-12 23:49:55,2017-12-13 20:03:34,2017-12-18 21:18:56,2017-12-29 00:00:00,4e942839744c8bda7713c6bc7e8d56ad,5,-,-,2017-12-19 00:00:00,2017-12-20 10:34:35,1,credit_card,7,89.56,2,380b4664ba5bb18cc9db78ee6bac3558,6560211a19b47992c3666cc44a7e94c0,2017-12-18 23:49:55,29,7.78,1,credit_card,7,89.56,5849,sao paulo,SP,relogios_presentes,44,322,4,250,16,2,11,watches_gifts,5,Light,Small,Light-Small
4f2997ab0d3af91e76b6f878f6b0974e,515be97b99f6127120e5793a7cb71aef,47640,santa maria da vitoria,BA,219c1d95491f8241fc2bff3a511c9ad1,delivered,2018-01-18 21:40:03,2018-01-18 21:57:26,2018-01-19 21:03:24,2018-02-01 22:42:42,2018-02-20 00:00:00,c3f0fa61b57c4b5d3cb096f3d7e1df9e,4,-,-,2018-02-02 00:00:00,2018-02-03 00:58:29,1,credit_card,2,51.79,1,86c43103446290e7efacad3701cd654d,6560211a19b47992c3666cc44a7e94c0,2018-01-24 21:57:26,35,16.79,1,credit_card,2,51.79,5849,sao paulo,SP,relogios_presentes,58,644,6,250,16,2,20,watches_gifts,13,Light,Small,Light-Small
24f45496005328bf15eb16909e485883,c57eec8752714491b49a0af853dd80e6,82540,curitiba,PR,9918c968f36261c404495fafc8ce306a,delivered,2018-01-07 10:52:19,2018-01-07 10:59:29,2018-01-08 20:46:22,2018-01-24 19:10:02,2018-02-01 00:00:00,0b383c7c112d4c081bdd947768ac708a,4,-,-,2018-01-25 00:00:00,2018-01-25 23:07:53,1,credit_card,1,69.14,1,6c50c87e36d8641d67fbcceed5cfec5e,6560211a19b47992c3666cc44a7e94c0,2018-01-11 10:59:29,55,14.14,1,credit_card,1,69.14,5849,sao paulo,SP,relogios_presentes,57,266,3,200,16,2,20,watches_gifts,16,Light,Small,Light-Small
81c1b162b444c41613ad9285e92d6beb,e65a6776046796b39fe251f71b6abd6f,22733,rio de janeiro,RJ,5fbf3a364c57e553f502c5ee2a388da1,delivered,2017-08-10 11:49:36,2017-08-11 12:04:07,2017-08-11 18:52:18,2017-08-22 18:54:05,2017-09-01 00:00:00,408161b954909a318e392f3bfe095d07,2,-,-,2017-08-23 00:00:00,2017-08-26 02:26:11,1,credit_card,4,63.1,1,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,2017-08-17 12:04:07,49,14.1,1,credit_card,4,63.1,5849,sao paulo,SP,fashion_bolsas_e_acessorios,59,93,7,250,16,2,11,fashion_bags_accessories,11,Light,Small,Light-Small
8f0f359a835944478c1c46f14fb5f2c3,a9b4929689bc74b4d8764b7214a9bbc8,48970,senhor do bonfim,BA,169f444739d294d19e4103e460d963d4,delivered,2018-01-21 21:25:43,2018-01-22 14:00:22,2018-01-23 20:54:43,2018-01-30 14:29:05,2018-02-22 00:00:00,eeaa5fc446defdc33db4e0cc3c1622e7,5,-,Gostei de ter feito essas compras por esse site. Obrigada!,2018-01-31 00:00:00,2018-01-31 17:16:31,1,credit_card,3,91.58,1,87cb507e0daa37bbf34956fd59eba832,6560211a19b47992c3666cc44a7e94c0,2018-01-26 14:00:22,29,16.79,1,credit_card,3,91.58,5849,sao paulo,SP,relogios_presentes,55,167,2,250,16,2,11,watches_gifts,7,Light,Small,Light-Small
8f0f359a835944478c1c46f14fb5f2c3,a9b4929689bc74b4d8764b7214a9bbc8,48970,senhor do bonfim,BA,169f444739d294d19e4103e460d963d4,delivered,2018-01-21 21:25:43,2018-01-22 14:00:22,2018-01-23 20:54:43,2018-01-30 14:29:05,2018-02-22 00:00:00,eeaa5fc446defdc33db4e0cc3c1622e7,5,-,Gostei de ter feito essas compras por esse site. Obrigada!,2018-01-31 00:00:00,2018-01-31 17:16:31,1,credit_card,3,91.58,2,186fe07c8b8005ec6a498587ffbc1352,6560211a19b47992c3666cc44a7e94c0,2018-01-26 14:00:22,29,16.79,1,credit_card,3,91.58,5849,sao paulo,SP,relogios_presentes,60,193,3,200,16,2,11,watches_gifts,7,Light,Small,Light-Small
9d9fc80cdedb63de913387b502bee19b,abb30df339614118b0728ba40e31780e,5882,sao paulo,SP,0ee52d4b00ab65f19b7e89e5683766bf,delivered,2017-09-12 20:38:53,2017-09-12 20:50:13,2017-09-13 20:33:18,2017-09-18 16:48:15,2017-09-22 00:00:00,4ffba8122544da4960ab870e607b7309,5,-,Ótimo ,2017-09-19 00:00:00,2017-09-19 21:27:13,1,credit_card,4,102.92,1,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,2017-09-18 20:50:13,95,7.92,1,credit_card,4,102.92,5849,sao paulo,SP,relogios_presentes,58,737,3,350,16,2,20,watches_gifts,5,Light,Small,Light-Small
9d968251bfa588e8b8eca8cf0fd64af4,6fa9c99baf1b7af17be283a0afaf24e9,1452,sao paulo,SP,919c91917a79609e73d44e1b01df6bd8,delivered,2017-09-20 13:46:04,2017-09-20 13:55:16,2017-09-21 18:55:05,2017-09-22 13:45:14,2017-10-05 00:00:00,761754f0b80840915a8c95318db1c760,4,-,Bem foi presente e a pessoa gostou.,2017-09-23 00:00:00,2017-09-23 19:47:17,1,credit_card,2,51.78,1,1afdb4e17af189582b06591ae8a031a4,6560211a19b47992c3666cc44a7e94c0,2017-09-26 13:55:16,44,7.78,1,credit_card,2,51.78,5849,sao paulo,SP,fashion_bolsas_e_acessorios,59,131,5,250,16,2,20,fashion_bags_accessories,1,Light,Small,Light-Small
a4844df7aea664c484381063cc7c5a05,39583d496cc15d47bfea1d9808e9406c,13050,campinas,SP,804e0b86e8fe8f4b319d850c87dd79bd,delivered,2017-07-11 22:50:05,2017-07-12 00:35:16,2017-07-12 17:32:46,2017-07-31 14:33:40,2017-07-24 00:00:00,e3f429abb698d384d5c596f8f6eb5fd9,3,-,-,2017-07-27 00:00:00,2017-07-29 11:49:48,1,credit_card,1,36.78,1,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,2017-07-18 00:35:16,29,7.78,1,credit_card,1,36.78,5849,sao paulo,SP,relogios_presentes,55,167,3,200,16,2,11,watches_gifts,19,Light,Small,Light-Small
fcbaae64e3b2c5a47f6a6ecf9a1734de,a57e52701c9a09efd6d58268f8f2edcc,28943,sao pedro da aldeia,RJ,a001b4bdccb41f62d0c780dcfa1f6ab1,delivered,2017-07-14 23:28:04,2017-07-14 23:43:21,2017-07-17 16:12:54,2017-07-26 17:04:31,2017-08-07 00:00:00,c948d2a2d009d75dc630785f56d0b053,5,-,-,2017-07-27 00:00:00,2017-08-02 02:12:08,1,credit_card,3,64.1,1,151f6da73d1f11e1a75553f0281d19dd,6560211a19b47992c3666cc44a7e94c0,2017-07-19 23:43:21,49,15.1,1,credit_card,3,64.1,5849,sao paulo,SP,fashion_bolsas_e_acessorios,42,78,4,200,16,2,11,fashion_bags_accessories,9,Light,Small,Light-Small
1d613c182f9ed2a229eb3a353a983cfc,f8922caabbfa44d8390f53927da1be30,82820,curitiba,PR,673d4bba118413f2327211eb384501a5,delivered,2018-03-04 22:12:59,2018-03-05 15:29:19,2018-03-06 23:21:32,2018-03-19 19:06:48,2018-03-22 00:00:00,bb52fa23e85d6ae29131415c7e122133,1,-,"Meu pedido era para ser entregue até dia 22/03/18, até a presente data (24/03) a nota fiscal não foi emitida, solicitei várias vezes não obtive retorno, não recomendo esta Loja, nem a lannister!!!!!!",2018-03-24 00:00:00,2018-03-24 15:30:45,1,boleto,1,63.1,1,77fa3381855b6763c52ca3b72824f508,6560211a19b47992c3666cc44a7e94c0,2018-03-09 15:29:19,49,14.1,1,boleto,1,63.1,5849,sao paulo,SP,fashion_bolsas_e_acessorios,60,177,6,250,16,2,20,fashion_bags_accessories,13,Light,Small,Light-Small
